LAT,LON,PIR,cluster,cluster_color
-30.871298,26.311974,21.498772,830,#1f77b4
-19.671267,20.891535,22.56398,831,#1f77b4
52.75198,-88.58471,14.312311,832,#1f77b4
46.48607,15.361302,106.21265,32162,#1f77b4
4.884709,37.424984,274.71442,833,#1f77b4
14.365439,78.332664,166.30225,835,#1f77b4
31.18929,-9.675559,88.75012,851,#1f77b4
51.314144,13.380977,173.48814,745,#1f77b4
29.856451,122.18775,70.915695,852,#1f77b4
-10.298859,-68.582756,12.971845,854,#1f77b4
-10.612217,-62.67699,11.523122,855,#1f77b4
35.90232,110.26032,27.278349,856,#1f77b4
45.3501,95.58207,26.347052,859,#1f77b4
8.403359,-9.174005,106.03444,860,#1f77b4
39.828865,105.579704,156.91853,862,#1f77b4
42.77167,81.29548,84.660545,863,#1f77b4
-37.034607,146.22568,20.916094,875,#1f77b4
45.49334,105.72814,28.397314,876,#1f77b4
42.81023,59.78344,19.148615,877,#1f77b4
46.016926,123.63947,158.2149,878,#1f77b4
52.380035,-3.053203,187.06413,941,#1f77b4
46.614357,-66.23597,14.038483,943,#1f77b4
52.40877,33.949005,25.04111,944,#1f77b4
31.806051,98.59941,30.103466,945,#1f77b4
27.387512,90.40276,143.68716,32163,#1f77b4
-30.627598,151.14687,23.307669,143,#1f77b4
-18.198925,-57.772396,69.621,946,#1f77b4
-10.198633,-77.5311,69.260315,948,#1f77b4
53.92804,73.39087,20.268457,951,#1f77b4
50.5118,45.881763,20.268457,32164,#1f77b4
19.940086,-96.83551,134.76395,32165,#1f77b4
46.48056,132.158,92.46679,32166,#1f77b4
16.753107,81.406006,235.04512,952,#1f77b4
3.861382,-60.19397,11.644199,32167,#1f77b4
11.870543,76.460915,110.763176,32168,#1f77b4
9.725456,79.09757,231.02081,953,#1f77b4
63.76207,8.854733,176.73347,961,#1f77b4
48.358505,-89.599236,15.491086,972,#1f77b4
39.342422,140.76231,346.8903,973,#1f77b4
1.5382622,-59.267815,11.523122,985,#1f77b4
-0.4163199,30.555845,275.6602,986,#1f77b4
34.890644,73.368034,353.12115,987,#1f77b4
30.941298,98.58097,29.046867,32169,#1f77b4
19.538202,82.80431,244.55006,989,#1f77b4
-27.87966,32.307487,23.665855,993,#1f77b4
45.224144,33.999123,25.997623,994,#1f77b4
50.160942,-122.62775,14.458944,995,#1f77b4
55.047207,107.32582,30.103466,32170,#1f77b4
-11.25685,-57.98139,12.836858,32171,#1f77b4
46.906464,30.913607,21.45718,32172,#1f77b4
34.191704,103.58789,125.06487,996,#1f77b4
39.35197,-105.254135,66.93634,1002,#1f77b4
42.26308,-6.4431252,23.830105,1003,#1f77b4
23.624308,111.51522,81.53506,1004,#1f77b4
52.913788,6.0190463,274.29266,1071,#1f77b4
2.9195163,34.77763,83.32954,1081,#1f77b4
68.75905,-124.151024,14.535675,1082,#1f77b4
28.395216,91.0617,28.569323,32173,#1f77b4
20.590929,77.778435,250.90942,1084,#1f77b4
-22.961409,-50.601364,12.037916,32174,#1f77b4
24.926842,99.69677,167.05128,1086,#1f77b4
10.7163515,12.675075,276.25058,1094,#1f77b4
6.5752964,35.26038,275.4466,1096,#1f77b4
3.0202763,99.23543,30.103466,1100,#1f77b4
18.958662,-5.4846406,25.997623,32175,#1f77b4
47.8368,127.94208,28.156595,1101,#1f77b4
-2.961039,-52.751488,12.913589,1102,#1f77b4
41.857063,42.7081,177.98615,1103,#1f77b4
-8.859968,-69.73796,11.675781,1104,#1f77b4
26.582891,88.39624,227.7773,1105,#1f77b4
-7.1798887,36.21828,87.745445,1106,#1f77b4
27.808638,95.216286,98.44688,1107,#1f77b4
-12.305499,-61.803497,11.523122,1114,#1f77b4
32.343567,-1.4586902,23.877207,1116,#1f77b4
42.89895,2.013241,103.87055,1118,#1f77b4
-38.11449,-73.058556,42.896416,1123,#1f77b4
58.935894,39.799896,75.46079,1124,#1f77b4
-18.916126,14.996775,19.31974,1126,#1f77b4
28.990915,-110.14841,13.506471,1128,#1f77b4
60.496483,9.752263,23.623314,1135,#1f77b4
9.005423,10.218409,271.41718,1142,#1f77b4
25.33795,73.3867,43.031227,1144,#1f77b4
-5.2798667,-43.253525,11.523122,32176,#1f77b4
-20.295633,-43.606674,11.90832,32177,#1f77b4
-28.025467,-68.96382,11.93793,32178,#1f77b4
52.214886,61.77423,19.479542,1148,#1f77b4
-51.85355,-58.15621,12.828048,1154,#1f77b4
30.819775,66.81187,354.49292,1156,#1f77b4
49.974472,103.497246,78.52728,1158,#1f77b4
51.022648,62.953785,20.21341,32179,#1f77b4
34.04658,51.115345,19.644423,1159,#1f77b4
-6.526764,-61.672623,11.612491,1160,#1f77b4
-26.648989,-53.86346,11.523122,1161,#1f77b4
61.47239,108.012474,25.469776,32180,#1f77b4
-24.508568,45.250385,103.466125,1162,#1f77b4
-10.765696,25.55361,20.195158,1163,#1f77b4
-2.8439786,-53.54342,12.62909,1164,#1f77b4
1.1028028,39.716194,101.09405,1165,#1f77b4
57.61229,60.357594,235.55023,1166,#1f77b4
-15.306441,-40.110367,12.11246,1175,#1f77b4
-14.501391,37.37071,91.12642,1176,#1f77b4
-6.933806,-35.85419,12.15403,1183,#1f77b4
46.67559,120.081245,27.35244,32181,#1f77b4
30.357845,28.000137,22.375,32182,#1f77b4
8.135543,-74.795654,57.36415,1185,#1f77b4
53.469227,78.310135,20.268457,1186,#1f77b4
-14.482884,-42.88003,13.139332,1188,#1f77b4
49.623165,65.95443,354.49292,1189,#1f77b4
-22.786934,-64.52929,12.601974,1195,#1f77b4
35.72767,67.52463,345.41122,1196,#1f77b4
9.175399,-68.257195,137.5831,1221,#1f77b4
42.795277,122.05553,162.40294,1222,#1f77b4
-25.982176,19.470522,20.258406,1277,#1f77b4
-29.915497,-52.048195,12.960131,1278,#1f77b4
47.839706,135.74123,26.93047,1279,#1f77b4
26.582043,42.733875,284.16083,1280,#1f77b4
46.774117,-91.34755,14.751326,1283,#1f77b4
44.43268,-72.54547,79.81822,1286,#1f77b4
54.207363,101.71952,27.835901,1289,#1f77b4
-18.413872,-45.40372,11.523122,1290,#1f77b4
45.773853,123.80267,144.38464,878,#1f77b4
-6.0443153,-48.628487,12.220802,1291,#1f77b4
10.706239,37.849762,271.41718,1292,#1f77b4
9.49631,4.4090433,272.7707,32183,#1f77b4
57.778824,13.28094,271.41718,1296,#1f77b4
34.664177,-88.30593,14.687996,1328,#1f77b4
-4.386141,38.79591,79.27637,1330,#1f77b4
55.166496,62.338627,20.08535,1332,#1f77b4
-24.865656,-56.97855,11.858912,32184,#1f77b4
-23.736282,151.38353,21.972727,1336,#1f77b4
-3.1214538,-49.532585,12.343511,1337,#1f77b4
29.90591,102.732376,25.891512,1338,#1f77b4
-14.731858,-40.780006,13.095279,1350,#1f77b4
54.624924,9.998531,25.997623,1351,#1f77b4
25.571115,102.759346,159.55287,1352,#1f77b4
-3.3528192,34.094208,93.28718,32185,#1f77b4
-40.924343,176.4944,22.651253,32186,#1f77b4
46.478714,9.1535845,23.113436,1354,#1f77b4
-27.304724,-53.59758,13.139332,32187,#1f77b4
-6.3995986,-68.65882,12.306505,1355,#1f77b4
57.065845,-170.08711,15.037923,32188,#1f77b4
23.88176,115.017265,156.04152,1356,#1f77b4
-32.425327,-60.003937,11.980476,32189,#1f77b4
24.954466,108.45487,122.97485,1359,#1f77b4
12.034005,106.96122,77.53006,1377,#1f77b4
-24.000723,28.01399,23.098194,1378,#1f77b4
25.399122,71.42231,20.268457,32190,#1f77b4
-21.206726,47.340252,68.04546,1387,#1f77b4
-32.25944,150.24727,21.658655,1388,#1f77b4
22.33484,77.32357,226.8309,1394,#1f77b4
7.074664,122.48231,82.98549,32191,#1f77b4
-3.507715,37.52223,19.787046,1400,#1f77b4
46.90865,-97.66231,16.269003,1401,#1f77b4
22.932188,86.94912,256.48816,1405,#1f77b4
51.826332,-10.41835,23.405535,32192,#1f77b4
-20.467587,-52.024113,11.608512,1409,#1f77b4
32.12418,50.334137,270.50623,1411,#1f77b4
29.349134,35.43928,278.12064,1413,#1f77b4
52.60505,-120.06465,14.524446,1414,#1f77b4
11.338989,38.863583,271.86255,1415,#1f77b4
48.89476,38.43621,19.180117,1417,#1f77b4
67.92994,-115.29788,15.111344,1418,#1f77b4
60.165314,55.676933,20.01968,1419,#1f77b4
42.768654,94.322174,25.384905,1429,#1f77b4
-27.863476,-49.85083,12.411347,1430,#1f77b4
-21.67765,33.14195,87.13807,1431,#1f77b4
24.281847,46.125534,300.72784,1432,#1f77b4
4.088763,-60.642757,13.139332,1433,#1f77b4
45.906868,-89.98975,13.36708,1434,#1f77b4
9.695686,-7.3842735,87.8584,1437,#1f77b4
51.995346,-97.46845,14.604153,32193,#1f77b4
24.894272,91.13228,246.52916,1438,#1f77b4
-7.3649144,-47.457485,11.523122,1441,#1f77b4
-27.73078,120.61053,19.847345,1442,#1f77b4
5.029207,-59.40782,11.523122,1443,#1f77b4
35.800056,69.57863,345.6542,1444,#1f77b4
57.206028,83.55305,19.562197,1454,#1f77b4
43.688675,143.12076,350.62103,1455,#1f77b4
30.296051,-111.40984,15.011547,1456,#1f77b4
51.03696,108.27312,27.88546,32194,#1f77b4
30.503174,-90.85137,14.421833,1465,#1f77b4
58.00564,25.812283,23.185251,1466,#1f77b4
-24.380482,23.743767,21.299486,1467,#1f77b4
64.5421,57.0632,19.944372,1468,#1f77b4
10.643349,-0.5619906,90.87094,1470,#1f77b4
14.369365,-11.536982,78.619514,1471,#1f77b4
44.97955,123.676865,61.930466,1472,#1f77b4
-23.151114,-54.921738,12.131095,1515,#1f77b4
6.5516596,-75.66555,72.58153,1516,#1f77b4
26.616646,55.09414,19.062172,1517,#1f77b4
-33.201973,-69.05792,11.632582,1519,#1f77b4
31.717697,83.3278,25.752625,1520,#1f77b4
34.405354,116.78254,30.103466,1521,#1f77b4
-15.671744,48.8316,76.817184,1522,#1f77b4
-23.936504,-47.088985,13.139332,1528,#1f77b4
24.6203,-107.09055,14.592144,1530,#1f77b4
-32.97083,117.26317,19.291725,1531,#1f77b4
2.7666802,16.234575,84.53386,32195,#1f77b4
-35.344166,173.75125,22.866589,1535,#1f77b4
29.877584,98.868866,27.918934,1539,#1f77b4
-2.302756,-47.103313,11.523122,32196,#1f77b4
40.383175,115.497215,155.07988,1540,#1f77b4
43.170315,100.62651,154.62177,1542,#1f77b4
24.804396,-103.66103,14.884174,764,#1f77b4
55.358044,-123.00136,57.306778,1543,#1f77b4
34.36521,-110.02702,81.74758,1544,#1f77b4
-10.6161785,-77.84993,11.669508,730,#1f77b4
52.62076,7.936043,275.41605,1545,#1f77b4
55.603676,28.05041,24.903877,1550,#1f77b4
22.781496,93.695694,350.808,1562,#1f77b4
32.25937,93.44215,25.419825,32197,#1f77b4
-2.696113,103.36257,30.103466,32198,#1f77b4
-2.7727668,35.702316,88.72471,1564,#1f77b4
-29.84753,-52.073322,12.332107,1278,#1f77b4
26.67879,109.33658,123.26416,1565,#1f77b4
8.125824,49.78437,271.41718,1567,#1f77b4
-0.035165925,-50.682255,12.452377,32199,#1f77b4
35.31079,106.41188,149.66104,1569,#1f77b4
-22.62023,-53.461445,12.778606,1571,#1f77b4
-4.4809117,143.39331,22.100773,1572,#1f77b4
45.66507,126.46892,164.28743,1573,#1f77b4
-8.02676,-35.321934,12.903083,1582,#1f77b4
45.565052,133.48619,82.799545,32200,#1f77b4
56.023994,-116.48623,14.328011,1583,#1f77b4
5.413472,26.811968,23.74143,1584,#1f77b4
32.127686,-7.167226,75.46079,32201,#1f77b4
38.47455,29.702532,23.674894,1586,#1f77b4
51.834656,-121.48613,13.3338785,1587,#1f77b4
7.331789,-5.183715,82.19082,1588,#1f77b4
-39.055557,176.62682,23.307669,1597,#1f77b4
-12.298529,-69.5991,12.056688,32202,#1f77b4
26.94253,80.4678,28.213352,1598,#1f77b4
45.621666,-61.359142,16.269003,1599,#1f77b4
39.71507,-108.88159,13.637764,1600,#1f77b4
-15.998867,-144.60452,13.606714,1601,#1f77b4
-38.046684,140.89705,20.205982,1602,#1f77b4
-12.385405,-52.920204,12.185154,32203,#1f77b4
-37.350822,144.23714,156.80734,32204,#1f77b4
20.952925,106.77889,154.37173,32205,#1f77b4
27.429947,94.75394,168.97484,1605,#1f77b4
-0.826077,13.964059,101.09405,1610,#1f77b4
67.547806,-53.671535,14.551116,1612,#1f77b4
37.872337,139.2176,353.8332,1613,#1f77b4
39.956577,30.5969,25.997623,1617,#1f77b4
-3.4271402,-52.044624,12.4736595,1620,#1f77b4
48.330334,41.53844,20.100677,1624,#1f77b4
63.43508,24.803535,25.997623,1628,#1f77b4
32.04609,20.898808,24.927237,32206,#1f77b4
34.33731,56.56487,19.985266,32207,#1f77b4
43.625675,59.00622,19.641588,1634,#1f77b4
43.246593,0.48289323,88.49482,241,#1f77b4
36.052277,113.9984,94.468605,1635,#1f77b4
-3.7127254,-77.19993,132.08932,1636,#1f77b4
1.3361491,-55.737965,13.139332,32208,#1f77b4
12.9162855,-10.401153,180.70494,32209,#1f77b4
39.645218,-80.777,15.194237,1637,#1f77b4
53.052235,71.50562,20.268457,32210,#1f77b4
-22.276688,-50.156258,12.899372,1638,#1f77b4
24.022127,85.60663,300.72784,1639,#1f77b4
-23.954678,-55.500862,11.906025,1641,#1f77b4
-5.820062,-38.13689,11.523122,1642,#1f77b4
43.691288,86.1836,78.22957,1643,#1f77b4
-4.0595226,-58.416264,11.523122,32211,#1f77b4
18.89924,77.37656,191.1043,808,#1f77b4
26.94593,94.21903,256.26013,1646,#1f77b4
-38.54393,-72.79566,67.94855,1654,#1f77b4
66.09492,12.377118,25.156382,1655,#1f77b4
51.089916,9.526502,274.42773,1656,#1f77b4
53.61582,16.025433,75.46079,1782,#1f77b4
-23.758297,45.08058,184.95082,1795,#1f77b4
-38.793423,-72.768425,83.74214,1654,#1f77b4
48.17342,-96.06527,14.698783,1799,#1f77b4
57.207558,43.25792,103.87055,1803,#1f77b4
28.636736,87.41637,28.803556,1804,#1f77b4
22.61684,-97.80674,15.25306,1805,#1f77b4
-5.0055003,-74.122986,11.523122,32212,#1f77b4
27.722008,86.35788,30.103466,1806,#1f77b4
24.647419,40.516174,276.78528,1807,#1f77b4
38.421192,-96.448784,13.187512,1809,#1f77b4
7.8863044,45.72246,177.4697,1814,#1f77b4
55.434406,-107.50057,15.351472,1815,#1f77b4
27.201393,37.461037,18.97249,32213,#1f77b4
15.124357,-91.40302,16.269003,1817,#1f77b4
55.22399,-121.28203,13.187512,1818,#1f77b4
11.557735,78.457344,243.6072,1828,#1f77b4
47.035255,-64.99299,13.562945,1891,#1f77b4
55.36728,127.30277,30.103466,1892,#1f77b4
32.713375,-89.07541,68.16559,1893,#1f77b4
63.437405,24.80666,25.997623,1628,#1f77b4
41.370228,64.22748,20.268457,1897,#1f77b4
56.165035,23.368103,21.78603,1898,#1f77b4
-20.68298,-41.61794,11.523122,1906,#1f77b4
5.913426,-68.01068,134.25859,1907,#1f77b4
52.714664,-103.52575,13.187512,1908,#1f77b4
38.84993,-112.02199,16.247004,32214,#1f77b4
13.690799,14.121047,20.560213,32215,#1f77b4
18.139837,78.37546,244.5067,1912,#1f77b4
-29.517021,150.88976,20.95343,1932,#1f77b4
53.973717,55.382084,20.083555,142,#1f77b4
11.180381,72.86912,18.918652,1933,#1f77b4
47.621784,89.68275,26.445465,1934,#1f77b4
-14.147247,49.489887,101.09405,1935,#1f77b4
54.78306,-118.07772,14.8896,1936,#1f77b4
24.905603,105.506004,72.86895,1974,#1f77b4
56.08165,70.47778,19.933132,1975,#1f77b4
43.64246,120.432724,74.690285,1982,#1f77b4
-20.167791,16.492273,22.930914,1983,#1f77b4
63.646797,25.21674,21.59747,1628,#1f77b4
-23.142641,-52.29548,13.139332,2000,#1f77b4
-5.621659,-72.12044,11.768215,2001,#1f77b4
-31.286074,-69.34563,12.602765,2003,#1f77b4
-27.882614,120.75848,22.45483,1442,#1f77b4
28.058247,107.32763,156.61862,2005,#1f77b4
27.246157,91.11299,65.12869,32216,#1f77b4
26.37511,2.8252914,272.809,2040,#1f77b4
46.43379,-83.79849,15.119629,2042,#1f77b4
-20.122114,-69.29808,11.523122,2043,#1f77b4
-5.9923615,-41.36186,11.908749,2044,#1f77b4
16.11864,-89.91574,132.08932,2045,#1f77b4
35.136894,99.89953,72.86895,2046,#1f77b4
45.613926,82.74011,94.468605,2049,#1f77b4
53.514557,58.742825,20.060658,2050,#1f77b4
26.592451,117.50495,168.97484,2051,#1f77b4
-0.6215769,-78.21383,80.12698,2070,#1f77b4
40.174503,30.352804,22.912668,2073,#1f77b4
43.6174,51.55548,19.170355,32217,#1f77b4
